ip,hostname,app,businesses,dev,own
172.19.0.211,cmfeczzygw01,cmfec-gw-zzygw,朝朝盈接入系统,tanzj&xiegb&yanyn,zhaolh
172.19.0.207,cmfecwxgw01,cmfec-gw-wxgw,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.0.198,cmfeecinnergw02,cmfec-gw-innergw,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.208,cmfecwxgw02,cmfec-gw-wxgw,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.0.197,cmfecinnergw01,cmfec-gw-innergw,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.206,cmfeccrmgw02,cmfec-gw-crmgw,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.212,cmfeczzygw02,cmfec-gw-zzygw,朝朝盈接入系统,tanzj&xiegb&yanyn,zhaolh
172.19.0.218,cmfecfile02,cmfec-core-file,基金-母公司电商,tanzj&liugr&xiegb&yanyn,wangy2&zhaolh
172.19.0.214,cmfecopweb02,cmfec-core-opweb&cmfec-core-contentopweb&cmfec-core-portalopweb,基金-母公司电商&基金-母公司电商&基金-母公司电商,tanzj&xiegb&huyy&yanyn&lvzl&liuhl,wangy2&zhaolh
172.19.0.215,cmfecengine01,cmfec-core-engine,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.213,cmfecopweb01,cmfec-core-opweb&cmfec-core-contentopweb&cmfec-core-portalopweb,基金-母公司电商&基金-母公司电商&基金-母公司电商,tanzj&xiegb&huyy&yanyn&lvzl&liuhl,wangy2&zhaolh
172.19.0.216,cmfecengine02,cmfec-core-engine,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.217,cmfecfile01,cmfec-core-file,基金-母公司电商,tanzj&liugr&xiegb&yanyn,wangy2&zhaolh
172.19.4.121,cmfecweb-nginx04,cmfec-web-ecweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,wangy2&zhaolh
172.19.4.120,cmfecweb-nginx03,cmfec-web-ecweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,wangy2&zhaolh
172.19.4.123,cmfwxweb-nginx04,cmfec-bff-wxweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.4.125,cmftpweb-nginx02,cmfec-bff-tpweb,电商三方接入系统,tanzj&liugr&xiegb&yanyn,wangy2&zhaolh
172.19.4.129,cmfecappweb-nginx02,cmfec-bff-appweb,基金-母公司电商,tanzj&xiegb&liyq&yanyn,zhaolh
172.19.4.127,cmfecentweb-nginx02,cmfec-web-entweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.4.124,cmftpweb-nginx01,cmfec-bff-tpweb,电商三方接入系统,tanzj&liugr&xiegb&yanyn,wangy2&zhaolh
172.19.0.220,cmfeccredit-nginx02,cmfec-core-credit,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.4.122,cmfwxweb-nginx03,cmfec-bff-wxweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.4.126,cmfecentweb-nginx01,cmfec-web-entweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,zhaolh
172.19.0.219,cmfeccredit-nginx01,cmfec-core-credit,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.4.130,cmfeccommonweb-nginx01,cmfec-bff-commonweb,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.4.131,cmfeccommonweb-nginx02,cmfec-bff-commonweb,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.4.128,cmfecappweb-nginx01,cmfec-bff-appweb,基金-母公司电商,tanzj&xiegb&liyq&yanyn,zhaolh
172.19.4.135,cmfecshorturl-nginx02,cmfec-web-shorturl,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.4.134,cmfecshorturl-nginx01,cmfec-web-shorturl,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.243,cmfec-ecdfp02,cmfecdfp,基金-母公司电商,xiegb,zhaolh
172.19.4.132,cmfecpayment-nginx01,cmfec-gw-innergw,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.4.133,cmfecpayment-nginx02,cmfec-gw-innergw,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.169,cmfecmsg01,cmfec-core-msg,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.170,cmfecmsg02,cmfec-core-msg,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.240,cmfec-ccb-front, 电商建行网银前置CCB-Front,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.178,cmfecpayment04,cmfec-core-payment,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.4.136,cmfecstatic-nginx03,cmfec-static-cmfh5,基金-母公司电商,xiegb&hanlh,wangy2&zhaolh
172.19.0.176,cmfecpayment02,cmfec-core-payment,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.4.137,cmfecstatic-nginx04,cmfec-static-cmfh5,基金-母公司电商,xiegb&hanlh,wangy2&zhaolh
172.19.0.177,cmfecpayment03,cmfec-core-payment,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.0.168,ecuser02,cmfec-core-user,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.242,cmfec-ecdfp01,cmfecdfp,基金-母公司电商,xiegb,zhaolh
172.19.0.167,ecuser01,cmfec-core-user,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.175,cmfecpayment01,cmfec-core-payment,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.19.0.188,cmfecsecurity02,cmfec-core-security,基金-母公司电商,tanzj&xiegb&yanyn,wangy2&zhaolh
172.18.7.117,Bohai-settle-fr,恒生O32券商报盘前置机应用,恒生O32券商分仓系统,liujy3&xukw,liujy3&xukw
172.18.7.116,Bohai-settle-fr,恒生O32券商报盘前置机应用,恒生O32券商分仓系统,liujy3&xukw,liujy3&xukw
192.168.3.30,CMFFAXPRD02,wavefax,基金-电子传真系统,zhouyao,zhouyao
172.18.7.181,ETF2-Server,恒生ETF2.0系统,基金-恒生ETF发行管理系统,,liujy3&wuys
172.18.7.183,ETF2-Tianjian,恒生ETF2.0系统,基金-恒生ETF发行管理系统,,liujy3&wuys
172.18.7.182,ETF2-DB2,恒生ETF2.0系统,基金-恒生ETF发行管理系统,,liujy3&wuys
169.254.2.228,FileServer-int-05_novmotion,,,,lijl2
192.168.3.80,WIN-R6AU1HKPK16,POLYCOM MCU2000,视频会议系统,lixk,lixk
192.168.3.70,PLCM-RCM,云接入网关RPAD,视频会议系统,lixk,lixk
172.18.7.80,VPLEX-VS6-80,存储系统,存储系统,caiyg,caiyg
172.18.7.82,VPLEX-VS6-82,存储系统,存储系统,caiyg,caiyg
172.18.7.90,UNITY-XT680F,存储系统,存储系统,caiyg,caiyg
172.18.7.91,EMC-Unity680F-WX,存储系统,存储系统,caiyg,caiyg
172.18.7.47,xMessage-int-nginx,基金-xMessage短信服务平台,基金-xMessage短信发送,xiaox,ling
172.18.0.20,CMFIFSPRD05,文件服务器,基金-文件共享系统,lijl2,lijl2
192.168.26.189,wavefax-rpa2,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
10.89.254.42,VPLEX-VS6-pbs-42,存储系统,存储系统,caiyg,caiyg
10.89.254.41,VPLEX-VS6-pbs-41,存储系统,存储系统,caiyg,caiyg
10.89.254.43,DS6510B-pbs-43,存储系统,存储系统,caiyg,caiyg
10.89.254.44,DS6510B-pbs-44,存储系统,存储系统,caiyg,caiyg
10.89.254.45,UNTY-XT680F-pbs-45,存储系统,存储系统,caiyg,caiyg
10.89.254.33,DS6510B-wx-33,存储系统,存储系统,caiyg,caiyg
10.89.254.34,DS6510B-wx-34,存储系统,存储系统,caiyg,caiyg
10.89.254.35,UNTY-XT680F-wx-35,存储系统,存储系统,caiyg,caiyg
10.89.254.32,VPLEX-VS6-wx-32,存储系统,存储系统,caiyg,caiyg
10.89.254.31,VPLEX-VS6-wx-31,存储系统,存储系统,caiyg,caiyg
172.18.7.45,Sjsgs-download0,恒生O32上交所委托转换机,恒生O32上交所相关,xukw,xukw
172.18.7.44,Sjsgs-download0,恒生O32上交所委托转换机,恒生O32上交所相关,xukw,xukw
192.168.5.199,sdata-vc,统一监控平台,统一监控平台,caiyg,caiyg
192.168.7.37,cmwa-privatebank01,财富-招行私行PBRS风险绩效分析,财富-SOLUTION-风险绩效,zhangsk&yuanmg,wangy2
192.168.7.38,CMWA-PrivateBank02,财富-招行私行PBRS风险绩效分析,财富-SOLUTION-风险绩效,zhangsk&yuanmg,wangy2
192.168.22.80,ETF2-proxy,恒生ETF2.0系统,基金-恒生ETF发行管理系统,,liujy3&wuys
172.18.4.112,PowerCenterDC,基金-INFORMATICA数据抽取转换与加载,基金-数据网关,xiaj&liming&zhucj,lijq&caiyg&liming
192.168.26.63,ETF2-proxy2,恒生ETF2.0系统,基金-恒生ETF发行管理系统,,liujy3&wuys
172.18.7.94,db-performancet,自研数据库管理平台,数据库管理平台,xieys&liup1,xieys&liup1
192.168.26.114,cmwa-map-protein01,财富-多元投资平台门户web&财富-公共定时任务调度平台（蛋白质）web&财富-公共定时任务调度平台（蛋白质）executor,财富-多元投资平台门户&财富-公共定时任务调度系统（蛋白质）&财富-公共定时任务调度系统（蛋白质）,zhangsk&qiucw&yuanmg,yangyn&wangy2
192.168.26.115,cmwa-map-protein02,财富-多元投资平台门户web&财富-公共定时任务调度平台（蛋白质）web&财富-公共定时任务调度平台（蛋白质）executor,财富-多元投资平台门户&财富-公共定时任务调度系统（蛋白质）&财富-公共定时任务调度系统（蛋白质）,zhangsk&qiucw&yuanmg,yangyn&wangy2
192.168.8.140,leagsoft,联软IT安全运维管理,基金-联软桌面运维平台,,lijl2
192.168.7.42,ETF-Management,证券池出入库应用&ETF运作管理,基金-证券池管理系统&基金-聚升投研平台,guocw&ganq,wangy2&caiyg
172.18.4.20,CMFCitrixNew01,Citrix,基金-虚拟应用发布平台,lijl2,lijl2
172.18.4.22,CMFCtirixNew03,Citrix,基金-虚拟应用发布平台,lijl2,lijl2
172.18.4.21,citrixAppSvr09,Citrix,基金-虚拟应用发布平台,lijl2,lijl2
192.168.26.74,controlm-nginx,基金-Control-M任务调度,基金-数据任务调度,liming&liweijie&oujf,zhucj&liweijie
192.168.7.47,FA-Management,FA精细化运作,基金-FA精细化运作管理系统,liuyu,xiah&wangy2&caiyg
192.168.7.49,APP-Front,招金KM-Nginx服务,基金-移动OA,xud,wangy2
192.168.7.163,Beidou-Nginx,基金-北斗经营分析,基金-北斗经营分析系统,zhuyy,zhuyy
172.18.7.30,Tabluea-Server,基金-北斗经营分析,基金-北斗经营分析系统,zhuyy,zhuyy
172.18.4.54,Tianjian-Server,恒生天鉴-服务器相关,基金-恒生天鉴,liujy3&xukw&dengjl,liujy3&dengjl
172.19.0.181,cmfe-cats01,cmfec-core-ats,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
172.19.0.182,cmfe-cats02,cmfec-core-ats,基金-母公司电商,tanzj&xiegb&yanyn,zhaolh
192.168.26.130,Direct-rpa,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
192.168.26.119,CMFEWIFILOG01,WIFI,基金-无线网络系统,lihy2,yangyn&ling
192.168.7.56,ZZH-Server02,FA招招慧数据报送,基金-FA精细化运作管理系统,xiah&liuyu&kongwt,wangy2
192.168.7.51,ZZH-Server01,FA招招慧数据报送,基金-FA精细化运作管理系统,xiah&liuyu&kongwt,wangy2
192.168.7.61,km-redis01,FA精细化运作&FA招招慧数据报送,基金-FA精细化运作管理系统&基金-FA精细化运作管理系统,xiah&liuyu&kongwt,xiah&wangy2&caiyg
192.168.7.62,km-redis02,FA精细化运作&FA招招慧数据报送,基金-FA精细化运作管理系统&基金-FA精细化运作管理系统,xiah&liuyu&kongwt,xiah&wangy2&caiyg
192.168.7.169,FAFundMonitor02,FA精细化运作,基金-FA精细化运作管理系统,liuyu,xiah&wangy2&caiyg
192.168.7.121,IA-Ops,IA运营管理服务,基金-聚升投研平台,ganq,wangy2
192.168.7.48,FA-Management2,FA精细化运作,基金-FA精细化运作管理系统,liuyu,xiah&wangy2&caiyg
192.168.5.240,security-server,联软IT安全运维管理,基金-联软桌面运维平台,,lijl2
192.168.5.115,RisAppDeploy-2,堡垒机,堡垒机,ling,ling
192.168.5.114,RisAppDeploy-1,堡垒机,堡垒机,ling,ling
192.168.224.65,DCE3-65,DaoCloud容器平台,DaoCloud容器平台,caiyg,caiyg&guopk
192.168.22.104,Apache-pbrs02,财富-招行私行PBRS风险绩效分析,财富-SOLUTION-风险绩效,zhangsk&yuanmg,wangy2
192.168.22.103,Apache-pbrs01,财富-招行私行PBRS风险绩效分析,财富-SOLUTION-风险绩效,zhangsk&yuanmg,wangy2
172.18.7.140,cmwa-O32-rpa,财富-RPA应用,财富-RPA系统,licc,wangy2&licc
172.18.7.194,TDH-pythontask,基金-机器学习SOPHON应用,基金-机器学习系统,zhuyy,zhuyy
192.168.26.154,HXICS-Server04,智能机器人在线客服WEB,基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
192.168.26.153,HXICS-Server03,智能机器人在线客服WEB,基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
192.168.26.152,HXICS-Server02,智能机器人在线客服WEB,基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
192.168.26.151,HXICS-Server01,智能机器人在线客服WEB,基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
192.168.5.54,WIN-IBAOAIHC1DL,数据库审计备份中转服务器,明御数据库审计与风险控制系统,,guopk
172.18.4.102,HXICS-DB03,智能在线客服文件服务,基金-智能机器人在线客服系统,zhangjun&huangjq,ling
172.18.4.100,HXICS-DB01,智能在线客服文件服务,基金-智能机器人在线客服系统,zhangjun&huangjq,ling
172.18.4.101,HXICS-DB02,智能在线客服文件服务,基金-智能机器人在线客服系统,zhangjun&huangjq,ling
192.168.7.63,HXICS-Front01,智能机器人在线客服WEB,基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
172.18.7.196,sdata-fm02,奇点浩瀚文件监控平台,基金-奇点浩瀚文件智能监控,,linpc
172.18.7.195,sdata-fm01,奇点浩瀚文件监控平台,基金-奇点浩瀚文件智能监控,,linpc
172.18.7.197,sdata-fm03,奇点浩瀚文件监控平台,基金-奇点浩瀚文件智能监控,,linpc
172.18.9.20,FA-O32-Reader02,恒生天鉴-自动化(其它部门)&FA精细化运作,基金-恒生天鉴&基金-FA精细化运作管理系统,liuyu&xukw&dengjl,xiah&liujy3&wangy2&caiyg&dengjl
172.18.4.91,FA-O32-Reader01,恒生天鉴-自动化(FA)&FA精细化运作,基金-恒生天鉴&基金-FA精细化运作管理系统,liujy3&liuyu&dengjl,xiah&liujy3&wangy2&caiyg&dengjl
172.18.4.93,FA-O32-Reader03,FA精细化运作,基金-FA精细化运作管理系统,liuyu,xiah&wangy2&caiyg
192.168.7.70,CMWA-Tianruan,财富-风险绩效管理web,财富-风控系统,zhangsk&yuanmg,wangy2
192.168.8.37,WIN-8Q4F0OEM1UE,基金-RPA,基金-RPA,lihy2&liuyi,caiyg&lihy2&liuyi
172.18.7.193,Bigdata-poc,基金-机器学习SOPHON应用,基金-机器学习系统,zhuyy,zhuyy
172.18.7.114,TDH-pythontask2,基金-机器学习SOPHON应用,基金-机器学习系统,zhuyy,zhuyy
172.18.4.126,Risk-Control,风控微服务-CMF.OTCP.RC&可转债微服务-CMF.OTCP.CB,场外交易-风控&场外交易-交割服务,huangchao&tuyun&luoh&dengdr&liaoqw,wangy2
172.18.4.125,FDEP-DZ,深证通-销售费用核对&深证通FISP,基金-深证通平台&基金-深证通平台,linpc,linpc
172.18.7.104,cmwa-ims-position02,财富-头寸服务,财富-投资交易管理系统,zhangsk&yuanmg,wangy2
172.18.7.101,cmwa-ims-api01,财富-投资交易前置API管理服务,财富-投资交易管理系统,zhangsk&yuanmg,wangy2
172.18.7.103,cmwa-ims-position01,财富-头寸服务,财富-投资交易管理系统,zhangsk&yuanmg,wangy2
172.18.7.102,cmwa-ims-api02,财富-投资交易前置API管理服务,财富-投资交易管理系统,zhangsk&yuanmg,wangy2
192.168.5.159,sdata-proxy-ext,统一监控平台,统一监控平台,caiyg,caiyg
192.168.26.105,cardreco-server,营销转换服务,基金-营销管理系统,xiaox,caiyg&ling
192.168.26.104,Aries-Server01,风控绩效评估应用,基金-风控绩效评估系统,liudh,caiyg
172.18.3.61,cmf-yssfa45-rhel76,基金-估值4.5系统应用服务&基金-XB报表服务器,基金-估值4.5应用服务器&基金-赢时胜XBRL系统,zhouyao&wuys,zhouyao&wuys
192.168.7.72,andu-apache,安渡系统,安渡系统,caiyg,caiyg
192.168.5.46,rizhiyi-04,日志易系统,日志易管理系统,caiyg,caiyg
192.168.26.133,fplc-redis03,产品生命周期应用,基金-产品生命周期系统,dengdr&liaoqw,caiyg
192.168.26.131,fplc-redis01,产品生命周期应用,基金-产品生命周期系统,dengdr&liaoqw,caiyg
192.168.26.132,fplc-redis02,产品生命周期应用,基金-产品生命周期系统,dengdr&liaoqw,caiyg
172.19.1.17,Perfma-server04,cmfec-core-perfma,基金-母公司电商,liugr&xiegb&yanyn,wangy2
172.19.1.15,Perfma-server02,cmfec-core-perfma,基金-母公司电商,liugr&xiegb&yanyn,wangy2
172.19.1.20,Perfma-PT02,cmfec-core-perfma,基金-母公司电商,liugr&xiegb&yanyn,wangy2
172.19.1.19,Perfma-PT01,cmfec-core-perfma,基金-母公司电商,liugr&xiegb&yanyn,wangy2
172.19.1.16,Perfma-server03,cmfec-core-perfma,基金-母公司电商,liugr&xiegb&yanyn,wangy2
172.19.1.18,Perfma-DB,cmfec-core-perfma,基金-母公司电商,liugr&xiegb&yanyn,wangy2
172.19.1.14,Perfma-server01,cmfec-core-perfma,基金-母公司电商,liugr&xiegb&yanyn,wangy2
172.18.4.135,CallService04,电话机器人服务&智能机器人在线客服WEB,基金-智能电话机器人&基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
192.168.22.21,ruishu-scan01,cmfec-web-ecweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,wangy2&zhaolh
192.168.22.22,ruishu-scan02,cmfec-web-ecweb,基金-母公司电商,tanzj&xiegb&huyy&yanyn,wangy2&zhaolh
172.18.4.142,CallService11,电话机器人服务,基金-智能电话机器人,yangshuo,ling
172.18.4.138,CallService08,电话机器人服务&智能机器人在线客服WEB,基金-智能电话机器人&基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
172.18.4.143,CallService12,电话机器人服务,基金-智能电话机器人,yangshuo,ling
172.18.4.139,CallService08,电话机器人服务&智能机器人在线客服WEB,基金-智能电话机器人&基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
172.18.4.137,CallService06,电话机器人服务&智能机器人在线客服WEB,基金-智能电话机器人&基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
172.18.4.140,CallService09,智能质检管理Web&智能机器人在线客服WEB,基金-客服智能质检系统&基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
172.18.4.141,CallService10,智能质检管理Web,基金-客服智能质检系统,yangshuo,ling
172.18.4.134,CallService03,智能质检管理Web&电话机器人服务&智能机器人在线客服WEB,基金-客服智能质检系统&基金-智能电话机器人&基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
172.18.4.171,hs-ufx1,恒生O32-UFX应用& 恒生O32-UFX应用,恒生O32UFX相关系统&恒生O32-UFX接入,liujy3&xukw,liujy3&xukw
172.18.4.172,hs-ufx2,恒生O32-UFX应用& 恒生O32-UFX应用,恒生O32UFX相关系统&恒生O32-UFX接入,liujy3&xukw,liujy3&xukw
192.168.26.118,cmwa-ipo02,财富-新股申购管理web,财富-新股申购管理系统,zhangsk&yuanmg,wangy2
192.168.26.117,cmwa-ipo01,财富-新股申购管理web,财富-新股申购管理系统,zhangsk&yuanmg,wangy2
172.18.7.106,O32-SQS-Interfa,恒生O32上清前置应用,恒生O32上清相关系统,xukw,xukw
172.18.7.105,O32-SQS-Interfa,恒生O32上清前置应用,恒生O32上清相关系统,xukw,xukw
172.18.7.198,Datacenter,基金-INFORMATICA数据抽取转换与加载,基金-数据网关,xiaj&liming&zhucj,lijq&caiyg&liming
192.168.7.41,ETF-Management02,ETF运作管理,基金-聚升投研平台,guocw,wangy2&caiyg
169.254.2.10,exchange-server02,exchange邮件,基金-邮件系统,lijl2,lijl2
192.168.7.154,Info-download,基金-资讯数据库,基金-资讯下载系统,zhucj&liweijie,wangy2&zhucj&liweijie
172.18.4.136,CallService05,电话机器人服务&智能机器人在线客服WEB,基金-智能电话机器人&基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
192.168.5.254,ezaccur04,青藤云HIDS,青藤云安全平台,quankw&yangyn,yangyn&caiyg
192.168.7.64,HXICS-Front02,智能机器人在线客服WEB,基金-智能机器人在线客服系统,zhangjun&yangshuo,ling
192.168.22.137,FI-Invest-Apache,财富-投资辅助nginx,财富-投研系统,zhangsk&yuanmg,wangy2
192.168.22.157,CMWA-YF-Nginx03,财富-招财APP运营管理端前端页面,财富-招财APP,ex-chenbq&wangjf&zuotc,wangy2
192.168.22.156,CMWA-YF-Nginx02,财富-招财APP前置服务&财富-招财APP服务-nginx,财富-招财APP&财富-招财APP,ex-chenbq&wangjf&zuotc,yangyn&wangy2
192.168.22.158,CMWA-YF-Nginx04,财富-招财APP运营管理端前端页面,财富-招财APP,ex-chenbq&wangjf&zuotc,wangy2
192.168.22.155,CMWA-YF-Nginx01,财富-招财APP前置服务&财富-招财APP服务-nginx,财富-招财APP&财富-招财APP,ex-chenbq&wangjf&zuotc,yangyn&wangy2
192.168.26.168,CMWA-YF-Server04,财富-招财APP运营管理端后台服务,财富-招财APP,ex-chenbq&wangjf&zuotc,wangy2
192.168.26.167,CMWA-YF-Server03,财富-招财APP运营管理端后台服务,财富-招财APP,ex-chenbq&wangjf&zuotc,wangy2
